id,cliente_id,valor,data
4280,370,50.0,2021-07-07 22:53:08-03:00
4278,690,100.0,2021-07-07 22:52:28-03:00
4253,690,100.0,2021-07-06 18:12:56-03:00
4246,695,50.0,2021-07-06 14:46:41-03:00
4241,690,101.6,2021-07-06 14:05:06-03:00
4231,690,70.0,2021-07-06 09:58:06-03:00
4229,689,2.0,2021-07-06 09:55:18-03:00
4218,690,50.0,2021-07-05 18:35:52-03:00
4206,690,100.0,2021-07-05 15:34:32-03:00
4196,690,75.0,2021-07-05 09:39:05-03:00
4174,690,100.0,2021-07-04 12:33:35-03:00
4171,431,1100.0,2021-07-04 11:25:05-03:00
4160,690,100.0,2021-07-04 07:59:56-03:00
4147,702,20.0,2021-07-03 17:54:53-03:00
4142,690,50.0,2021-07-03 14:18:27-03:00
4127,695,50.0,2021-07-03 13:06:08-03:00
4125,690,100.0,2021-07-03 11:52:26-03:00
4113,690,100.0,2021-07-03 10:13:00-03:00
4105,690,70.0,2021-07-02 17:40:26-03:00
4094,690,100.0,2021-07-02 12:25:29-03:00
4078,690,100.7,2021-07-02 08:35:28-03:00
4055,690,150.0,2021-07-01 11:05:38-03:00
3945,690,1706.25,2021-06-28 19:11:03-03:00
3899,690,110.8,2021-06-27 10:54:51-03:00
3885,690,70.0,2021-06-26 18:52:46-03:00
3883,690,510.0,2021-06-26 18:12:58-03:00
3881,690,100.0,2021-06-26 15:32:49-03:00
3879,690,5.0,2021-06-26 15:10:44-03:00
3878,690,5.0,2021-06-26 15:10:14-03:00
3877,690,20.0,2021-06-26 15:09:41-03:00
3867,690,100.0,2021-06-26 09:57:32-03:00
3862,695,100.0,2021-06-25 20:01:46-03:00
3856,690,20.0,2021-06-25 14:39:22-03:00
3855,690,20.0,2021-06-25 14:39:03-03:00
3850,690,5.0,2021-06-25 09:57:29-03:00
3849,690,5.0,2021-06-25 09:57:02-03:00
3848,690,20.0,2021-06-25 09:55:41-03:00
3847,690,20.0,2021-06-25 09:55:14-03:00
3835,690,50.0,2021-06-24 13:41:02-03:00
3823,690,5.0,2021-06-24 10:59:58-03:00
3822,690,5.0,2021-06-24 10:59:34-03:00
3821,690,50.0,2021-06-24 10:58:51-03:00
3817,690,5.0,2021-06-24 10:20:32-03:00
3816,690,5.0,2021-06-24 10:19:41-03:00
3815,690,20.0,2021-06-24 09:59:53-03:00
3809,690,50.0,2021-06-24 09:47:01-03:00
3787,690,50.0,2021-06-23 12:46:29-03:00
3782,690,20.0,2021-06-23 10:29:50-03:00
3781,690,50.0,2021-06-23 10:28:41-03:00
3774,370,50.0,2021-06-22 11:41:25-03:00
3769,690,100.0,2021-06-22 11:30:39-03:00
3757,690,50.0,2021-06-21 17:14:44-03:00
3753,690,50.0,2021-06-21 10:59:32-03:00
3732,690,50.0,2021-06-19 14:35:44-03:00
3725,690,20.0,2021-06-19 09:32:10-03:00
3724,690,20.0,2021-06-19 09:31:24-03:00
3719,4,17.2575,2021-06-17 21:09:30-03:00
3713,387,10.0,2021-06-17 18:09:44-03:00
3701,690,100.0,2021-06-17 15:51:31-03:00
3697,690,18.36,2021-06-17 15:15:10-03:00
3696,690,20.0,2021-06-17 14:37:29-03:00
3695,690,5.0,2021-06-17 14:36:46-03:00
3694,690,5.0,2021-06-17 14:35:00-03:00
3680,387,5.0,2021-06-15 21:01:31-03:00
3672,387,20.0,2021-06-15 17:33:57-03:00
3666,690,10.0,2021-06-15 11:27:54-03:00
3665,690,10.0,2021-06-15 11:26:22-03:00
3664,690,20.0,2021-06-15 11:21:52-03:00
3663,690,10.0,2021-06-15 11:11:36-03:00
3662,690,10.0,2021-06-15 11:09:50-03:00
3661,431,2.0,2021-06-15 10:41:24-03:00
3652,694,50.0,2021-06-14 20:09:10-03:00
3644,695,10.0,2021-06-14 18:27:28-03:00
3643,695,10.0,2021-06-14 18:26:35-03:00
3642,690,10.0,2021-06-14 17:47:34-03:00
3641,690,10.0,2021-06-14 17:44:41-03:00
3640,690,20.0,2021-06-14 17:43:34-03:00
3639,690,10.0,2021-06-14 17:42:45-03:00
3636,694,200.0,2021-06-14 17:04:36-03:00
3630,690,20.0,2021-06-14 14:16:51-03:00
3629,690,20.0,2021-06-14 14:15:47-03:00
3628,690,10.0,2021-06-14 14:14:14-03:00
3623,387,20.0,2021-06-13 13:11:31-03:00
3606,690,50.0,2021-06-12 19:12:44-03:00
3605,690,50.0,2021-06-12 19:10:53-03:00
3593,690,100.0,2021-06-12 14:38:01-03:00
3583,685,5.0,2021-06-11 13:19:49-03:00
3582,685,5.0,2021-06-11 13:16:54-03:00
3580,685,5.0,2021-06-11 13:07:58-03:00
3579,689,1000.0,2021-06-11 12:59:06-03:00
3576,387,5.0,2021-06-10 18:53:45-03:00
3575,73,5.0,2021-06-10 13:14:15-03:00
3571,387,20.0,2021-06-09 17:59:57-03:00
3568,442,5.0,2021-06-09 08:06:14-03:00
3565,370,50.0,2021-06-08 13:13:38-03:00
3563,685,5.0,2021-06-07 09:02:25-03:00
3558,680,2000.0,2021-06-03 21:50:27-03:00
3556,205,120.0,2021-06-02 18:47:39-03:00
3555,205,20.0,2021-06-02 18:46:16-03:00
3553,205,10.0,2021-06-02 18:45:26-03:00
3552,74,100.0,2021-06-02 14:45:37-03:00
3545,660,7.65,2021-05-22 23:05:20-03:00
3544,663,20.0,2021-05-22 22:21:17-03:00
3543,660,9.9,2021-05-22 19:12:38-03:00
3538,660,20.0,2021-05-22 13:42:53-03:00
3533,431,100.0,2021-05-22 10:48:15-03:00
3516,660,20.0,2021-05-20 14:39:21-03:00
3501,211,314.89649999999995,2021-05-18 23:25:49-03:00
3487,211,25.0,2021-05-18 13:41:05-03:00
3483,370,50.0,2021-05-15 17:23:49-03:00
3480,657,20.0,2021-05-12 11:30:15-03:00
3468,74,11.858112,2021-05-08 00:09:57-03:00
3465,651,16.0,2021-05-07 20:03:49-03:00
3455,586,30.0,2021-05-07 11:26:39-03:00
3449,74,2.0,2021-05-02 17:30:36-03:00
3440,74,10.0,2021-04-30 18:20:20-03:00
3439,371,30.0,2021-04-30 05:07:25-03:00
3433,586,24.0,2021-04-27 17:54:39-03:00
3428,370,50.0,2021-04-22 11:06:21-03:00
3426,74,10.0,2021-04-21 16:36:20-03:00
3424,74,100.0,2021-04-14 11:19:52-03:00
3412,74,14.4,2021-04-08 23:34:13-03:00
3410,74,100.0,2021-04-08 21:07:50-03:00
3408,74,129.0,2021-04-08 19:56:46-03:00
3402,586,4.437,2021-04-06 19:12:48-03:00
3384,643,35.64,2021-03-31 23:03:35-03:00
3373,643,35.9,2021-03-30 14:02:42-03:00
3371,586,25.0,2021-03-30 13:16:03-03:00
3370,370,50.0,2021-03-30 12:50:49-03:00
3357,370,50.0,2021-03-16 17:20:28-03:00
3312,586,10.0,2021-03-03 20:00:33-03:00
3307,586,20.0,2021-03-03 18:52:10-03:00
3294,586,20.0,2021-03-02 18:48:46-03:00
3284,586,10.0,2021-02-27 18:49:11-03:00
3282,586,2.04,2021-02-27 12:38:02-03:00
3273,586,20.0,2021-02-25 18:33:24-03:00
3271,586,20.0,2021-02-25 13:24:07-03:00
3270,431,1100.0,2021-02-24 18:25:28-03:00
3269,370,50.0,2021-02-24 18:23:05-03:00
3257,370,50.0,2021-02-11 11:22:28-03:00
3212,370,50.0,2021-02-01 19:22:08-03:00
3210,576,30.0,2021-01-30 18:56:05-03:00
3209,533,5.001,2021-01-29 21:31:55-03:00
3208,533,24.999,2021-01-29 21:31:55-03:00
3196,533,24.999,2021-01-29 20:55:58-03:00
3195,533,2.5005,2021-01-29 20:55:58-03:00
3194,533,2.5005,2021-01-29 20:55:58-03:00
3179,533,5.001,2021-01-29 12:15:38-03:00
3178,533,24.999,2021-01-29 12:15:38-03:00
3164,533,24.999,2021-01-29 11:43:24-03:00
3163,533,5.001,2021-01-29 11:43:24-03:00
3146,533,24.999,2021-01-28 21:59:26-03:00
3145,533,5.001,2021-01-28 21:59:26-03:00
3133,533,24.999,2021-01-28 21:24:36-03:00
3132,533,5.001,2021-01-28 21:24:36-03:00
3120,533,5.001,2021-01-28 20:46:47-03:00
3119,533,24.999,2021-01-28 20:46:47-03:00
3108,533,5.001,2021-01-28 10:47:37-03:00
3107,533,12.4995,2021-01-28 10:47:36-03:00
3106,533,12.4995,2021-01-28 10:47:36-03:00
3092,533,24.999,2021-01-28 10:02:57-03:00
3091,533,5.001,2021-01-28 10:02:57-03:00
3079,533,24.999,2021-01-23 09:44:31-03:00
3078,533,5.001,2021-01-23 09:44:30-03:00
3069,574,20.0,2021-01-22 21:29:52-03:00
3066,74,7.8,2021-01-21 21:11:14-03:00
3061,74,3.82,2021-01-20 20:05:16-03:00
3060,4,5.58,2021-01-20 20:05:16-03:00
3046,370,50.0,2021-01-20 16:07:00-03:00
3030,570,20.0,2021-01-15 12:53:40-03:00
3009,74,5.001,2021-01-14 08:04:03-03:00
3008,74,12.4995,2021-01-14 08:04:03-03:00
3007,533,12.4995,2021-01-14 08:04:03-03:00
3000,370,50.0,2021-01-13 19:12:34-03:00
2995,570,20.0,2021-01-13 11:22:24-03:00
2987,74,14.4969,2021-01-08 21:17:23-03:00
2986,74,24.999,2021-01-08 20:37:22-03:00
2985,74,5.001,2021-01-08 20:37:22-03:00
2978,74,2.5005,2021-01-08 20:05:53-03:00
2977,533,2.5005,2021-01-08 20:05:53-03:00
2967,73,5.001,2021-01-08 19:39:27-03:00
2966,73,24.999,2021-01-08 19:39:27-03:00
2956,74,17.82,2021-01-07 23:10:03-03:00
2949,74,5.001,2021-01-06 19:37:17-03:00
2944,569,30.0,2021-01-06 18:05:22-03:00
2943,370,50.0,2021-01-06 16:47:15-03:00
2935,533,5.001,2021-01-03 14:42:00-03:00
2934,73,24.999,2021-01-03 14:42:00-03:00
2921,4,1.0,2020-12-30 10:57:39-03:00
2903,73,24.999,2020-12-29 20:07:14-03:00
2881,370,50.0,2020-12-28 11:03:02-03:00
2866,533,4.724811000000001,2020-12-25 18:10:17-03:00
2865,74,0.1667,2020-12-25 18:10:17-03:00
2853,74,5.001,2020-12-23 23:08:27-03:00
2852,74,12.4995,2020-12-23 23:08:26-03:00
2844,73,24.999,2020-12-23 21:20:36-03:00
2833,534,10.0,2020-12-23 17:57:43-03:00
2825,73,24.999,2020-12-22 22:33:27-03:00
2824,74,5.001,2020-12-22 22:33:27-03:00
2813,73,10.002,2020-12-22 22:10:45-03:00
2749,73,49.998000000000005,2020-12-21 21:57:46-03:00
2748,73,10.002,2020-12-21 21:57:46-03:00
2737,533,10.002,2020-12-21 21:33:40-03:00
2736,533,16.666,2020-12-21 21:33:39-03:00
2717,370,50.0,2020-12-21 10:42:32-03:00
2702,74,20.004,2020-12-19 15:20:55-03:00
2693,533,10.002,2020-12-18 23:35:03-03:00
2690,534,15.0,2020-12-18 23:13:15-03:00
2677,523,10.002,2020-12-18 22:42:21-03:00
2661,73,12.4995,2020-12-18 22:08:59-03:00
2660,73,12.4995,2020-12-18 22:08:59-03:00
2659,73,10.002,2020-12-18 22:08:59-03:00
2649,73,10.002,2020-12-18 21:42:37-03:00
2648,73,49.998000000000005,2020-12-18 21:42:37-03:00
2634,73,10.002,2020-12-18 21:20:54-03:00
2628,73,24.999,2020-12-18 20:33:03-03:00
2627,74,10.002,2020-12-18 20:33:02-03:00
2621,74,10.002,2020-12-18 20:06:55-03:00
2614,533,10.002,2020-12-18 19:41:18-03:00
2613,74,16.666,2020-12-18 19:41:18-03:00
2612,73,16.666,2020-12-18 19:41:18-03:00
2611,73,16.666,2020-12-18 19:41:18-03:00
2601,533,1.0,2020-12-18 17:48:50-03:00
2598,533,50.0,2020-12-18 17:45:25-03:00
2596,533,38.0,2020-12-18 17:43:55-03:00
2593,73,20.004,2020-12-18 15:10:29-03:00
2584,530,1.02,2020-12-18 00:08:00-03:00
2582,73,10.002,2020-12-17 23:00:37-03:00
2580,73,102.0,2020-12-17 22:47:38-03:00
2579,73,102.0,2020-12-17 22:47:06-03:00
2561,523,5.001,2020-12-17 22:07:15-03:00
2548,73,12.4995,2020-12-17 21:35:00-03:00
2539,523,24.999,2020-12-17 20:39:10-03:00
2526,523,10.002,2020-12-16 23:23:24-03:00
2514,74,10.002,2020-12-16 21:33:05-03:00
2496,529,10.002,2020-12-15 21:29:13-03:00
2492,530,20.0,2020-12-15 19:31:47-03:00
2482,523,10.002,2020-12-14 22:29:33-03:00
2469,523,10.002,2020-12-14 20:11:35-03:00
2461,529,50.0,2020-12-13 15:10:15-03:00
2451,73,10.002,2020-12-12 22:25:21-03:00
2441,73,24.999,2020-12-12 21:53:33-03:00
2432,73,10.002,2020-12-12 21:18:11-03:00
2421,73,49.998000000000005,2020-12-12 20:51:07-03:00
2420,74,3.334,2020-12-12 20:51:07-03:00
2419,73,3.334,2020-12-12 20:51:07-03:00
2418,73,3.334,2020-12-12 20:51:07-03:00
2402,73,10.002,2020-12-12 20:29:33-03:00
2390,73,10.002,2020-12-12 20:05:24-03:00
2389,73,16.666,2020-12-12 20:05:24-03:00
2388,73,16.666,2020-12-12 20:05:24-03:00
2378,73,10.002,2020-12-12 19:41:10-03:00
2366,73,10.002,2020-12-12 19:10:37-03:00
2357,74,49.998000000000005,2020-12-12 12:41:34-03:00
2356,74,10.002,2020-12-12 12:41:34-03:00
2353,74,49.998000000000005,2020-12-12 12:22:25-03:00
2352,74,10.002,2020-12-12 12:22:25-03:00
2346,74,10.002,2020-12-12 11:56:14-03:00
2345,74,49.998000000000005,2020-12-12 11:56:14-03:00
2339,523,10.002,2020-12-11 23:15:33-03:00
2338,523,49.998000000000005,2020-12-11 23:15:32-03:00
2330,74,10.002,2020-12-11 22:53:00-03:00
2323,73,10.002,2020-12-11 22:20:32-03:00
2313,73,10.002,2020-12-11 21:56:47-03:00
2292,73,10.002,2020-12-11 21:22:49-03:00
2291,74,16.666,2020-12-11 21:22:49-03:00
2290,73,16.666,2020-12-11 21:22:49-03:00
2276,73,10.002,2020-12-11 20:59:49-03:00
2259,73,10.002,2020-12-11 20:30:33-03:00
2258,73,49.998000000000005,2020-12-11 20:30:33-03:00
2241,73,10.002,2020-12-11 20:08:25-03:00
2228,74,10.002,2020-12-11 19:23:56-03:00
2227,74,49.998000000000005,2020-12-11 19:23:56-03:00
2210,370,50.0,2020-12-11 10:12:38-03:00
2208,74,49.998000000000005,2020-12-10 23:51:13-03:00
2207,74,10.002,2020-12-10 23:51:13-03:00
2199,73,49.998000000000005,2020-12-10 23:14:58-03:00
2198,73,5.001,2020-12-10 23:14:58-03:00
2197,73,5.001,2020-12-10 23:14:58-03:00
2163,523,12.4995,2020-12-10 21:33:10-03:00
2155,73,10.002,2020-12-10 20:57:53-03:00
2152,73,24.999,2020-12-10 20:25:54-03:00
2151,73,24.999,2020-12-10 20:25:54-03:00
2150,74,10.002,2020-12-10 20:25:54-03:00
2135,74,9.342,2020-12-10 12:23:59-03:00
2134,522,20.0,2020-12-10 07:20:14-03:00
2133,73,828.954,2020-12-09 23:29:27-03:00
2132,73,240.7914,2020-12-09 23:29:27-03:00
2131,74,10.002,2020-12-09 23:07:18-03:00
2118,73,10.002,2020-12-09 21:59:11-03:00
2117,74,49.998000000000005,2020-12-09 21:59:11-03:00
2105,523,10.002,2020-12-09 21:25:16-03:00
2099,522,20.0,2020-12-09 20:23:19-03:00
2087,74,10.002,2020-12-09 19:11:16-03:00
2086,74,49.998000000000005,2020-12-09 19:11:16-03:00
2077,74,10.002,2020-12-09 18:36:39-03:00
2069,74,16.666,2020-12-09 18:07:24-03:00
2068,74,16.666,2020-12-09 18:07:24-03:00
2067,74,5.001,2020-12-09 18:07:24-03:00
2057,523,20.004,2020-12-08 23:37:12-03:00
2047,73,20.004,2020-12-08 23:07:02-03:00
2039,74,99.996,2020-12-08 22:36:38-03:00
2031,74,20.004,2020-12-08 22:07:18-03:00
2015,523,10.002,2020-12-08 21:08:01-03:00
2006,523,49.998000000000005,2020-12-08 20:37:58-03:00
2005,74,20.004,2020-12-08 20:37:58-03:00
1997,74,49.998000000000005,2020-12-08 20:07:37-03:00
1989,74,99.996,2020-12-08 19:36:39-03:00
1978,523,10.002,2020-12-08 19:07:03-03:00
1957,523,550.0,2020-12-08 17:38:54-03:00
1951,73,14.898,2020-12-08 13:35:01-03:00
1940,73,50.0,2020-12-06 20:31:02-03:00
1939,73,20.0,2020-12-06 20:30:52-03:00
1938,73,10.0,2020-12-06 20:30:41-03:00
1937,73,5.0,2020-12-06 20:30:28-03:00
1934,522,50.0,2020-12-06 09:55:35-03:00
1925,74,5.5,2020-12-05 12:08:25-03:00
1811,515,8.211,2020-12-01 18:24:29-03:00
1810,370,50.0,2020-12-01 18:23:19-03:00
1808,515,22.0,2020-12-01 18:22:56-03:00
1804,73,200.0,2020-12-01 17:59:26-03:00
1802,515,50.0,2020-12-01 17:56:33-03:00
1799,515,100.0,2020-12-01 16:56:42-03:00
1794,74,100.0,2020-12-01 10:11:09-03:00
1758,73,209.17606223232,2020-11-30 00:12:42-03:00
1706,2,100.0,2020-11-29 20:33:49-03:00
1694,515,11.169,2020-11-29 13:46:50-03:00
1692,515,200.0,2020-11-29 12:15:48-03:00
1687,515,19.38,2020-11-28 23:17:22-03:00
1684,515,250.0,2020-11-28 18:28:14-03:00
1682,431,1100.0,2020-11-28 17:31:06-03:00
1680,515,129.0,2020-11-28 16:53:13-03:00
1677,515,1000.0,2020-11-28 16:39:39-03:00
1653,2,1.0,2020-11-27 18:27:07-03:00
1652,2,1.0,2020-11-27 18:26:58-03:00
1651,2,1.0,2020-11-27 18:26:48-03:00
1650,2,1.0,2020-11-27 18:26:38-03:00
1649,2,1.0,2020-11-27 18:26:26-03:00
1648,2,1.0,2020-11-27 18:26:15-03:00
1647,2,1.0,2020-11-27 18:26:02-03:00
1646,2,1.0,2020-11-27 18:25:50-03:00
1642,74,1.0,2020-11-27 16:55:04-03:00
1639,2,100.0,2020-11-27 14:04:26-03:00
1627,515,190.0,2020-11-26 16:48:26-03:00
1599,515,100.4,2020-11-25 21:10:08-03:00
1590,4,19.0,2020-11-25 10:19:10-03:00
1589,4,1000.0,2020-11-25 10:18:59-03:00
1588,4,1.0,2020-11-25 10:18:49-03:00
1587,4,1000.0,2020-11-25 10:18:24-03:00
1586,4,100.0,2020-11-25 10:18:14-03:00
1585,4,100.0,2020-11-25 10:18:05-03:00
1584,4,100.0,2020-11-25 10:17:55-03:00
1583,4,10.0,2020-11-25 10:17:46-03:00
1582,4,1.0,2020-11-25 10:17:22-03:00
1581,4,1.0,2020-11-25 10:16:55-03:00
1580,4,1.0,2020-11-25 10:16:51-03:00
1579,4,1.0,2020-11-25 10:16:32-03:00
1550,515,107.0,2020-11-24 21:22:58-03:00
1533,515,1431.9,2020-11-24 19:05:33-03:00
1532,515,885.988125,2020-11-24 19:05:33-03:00
1531,431,1100.0,2020-11-24 17:00:00-03:00
1529,515,300.0,2020-11-24 16:11:06-03:00
1523,515,50.0,2020-11-24 15:09:21-03:00
1520,515,500.0,2020-11-24 13:40:07-03:00
1518,515,500.0,2020-11-24 13:38:02-03:00
1515,73,5000.0,2020-11-24 13:04:56-03:00
1507,370,50.0,2020-11-23 13:45:41-03:00
1504,495,2.499,2020-11-23 08:49:44-03:00
1456,443,20.0,2020-11-13 19:07:11-03:00
1430,74,20000.0,2020-11-11 15:03:15-03:00
1424,370,50.0,2020-11-11 09:03:32-03:00
1422,431,10.0,2020-11-10 22:38:07-03:00
1421,431,100.0,2020-11-10 22:37:07-03:00
1407,495,12.9472,2020-11-07 19:11:46-03:00
1397,495,16.808,2020-11-03 19:13:10-03:00
1394,443,25.0,2020-11-03 07:44:36-03:00
1385,370,20.0,2020-11-01 11:34:59-03:00
1379,495,20.0,2020-10-31 10:55:09-03:00
1362,370,20.0,2020-10-27 11:13:25-03:00
1354,74,2.0,2020-10-25 10:08:25-03:00
1349,203,100.0,2020-10-16 16:30:00-03:00
1336,449,6.63,2020-10-10 12:48:23-03:00
1290,4,21.87,2020-10-05 22:07:45-03:00
1265,449,34.1946,2020-10-03 23:13:01-03:00
1258,449,20.0,2020-10-02 14:29:06-03:00
1251,454,20.0,2020-10-01 12:33:22-03:00
1250,454,20.0,2020-10-01 12:14:40-03:00
1246,449,52.5,2020-09-30 23:34:14-03:00
1243,453,20.0,2020-09-30 18:59:56-03:00
1239,449,103.5,2020-09-29 22:51:56-03:00
1233,449,20.0,2020-09-28 17:01:20-03:00
1231,4,30.0,2020-09-24 18:17:10-03:00
1230,4,1000.0,2020-09-24 18:16:58-03:00
1215,4,1000.0,2020-09-14 20:57:22-03:00
1214,444,50.0,2020-09-12 22:18:11-03:00
1081,4,6.45,2020-09-04 23:34:10-03:00
1075,74,1000.0,2020-09-03 11:04:40-03:00
891,4,500.0,2020-08-27 09:50:28-03:00
890,4,500.0,2020-08-27 09:50:22-03:00
889,4,500.0,2020-08-27 09:50:02-03:00
888,4,500.0,2020-08-27 09:49:51-03:00
887,4,500.0,2020-08-27 09:49:34-03:00
886,4,25.0,2020-08-27 09:49:23-03:00
885,4,25.0,2020-08-27 09:49:03-03:00
884,4,25.0,2020-08-27 09:48:57-03:00
883,4,25.0,2020-08-27 09:48:52-03:00
882,4,25.0,2020-08-27 09:48:41-03:00
881,4,25.0,2020-08-27 09:48:17-03:00
880,4,10.0,2020-08-27 09:48:07-03:00
879,4,15.0,2020-08-27 09:47:51-03:00
878,4,25.0,2020-08-26 22:23:25-03:00
877,4,25.0,2020-08-26 22:23:20-03:00
876,4,25.0,2020-08-26 22:23:02-03:00
875,4,25.0,2020-08-26 22:22:59-03:00
874,4,25.0,2020-08-26 22:22:51-03:00
873,4,25.0,2020-08-26 22:22:45-03:00
872,4,500.0,2020-08-26 22:22:17-03:00
871,4,500.0,2020-08-26 22:22:08-03:00
870,4,500.0,2020-08-26 22:21:53-03:00
869,4,500.0,2020-08-26 22:21:30-03:00
868,4,500.0,2020-08-26 22:21:13-03:00
859,4,500.0,2020-08-26 21:55:58-03:00
858,4,500.0,2020-08-26 21:55:40-03:00
857,4,500.0,2020-08-26 21:55:17-03:00
856,4,500.0,2020-08-26 21:54:45-03:00
855,4,500.0,2020-08-26 21:50:21-03:00
750,4,7.86,2020-08-05 23:23:25-03:00
748,4,100.0,2020-07-31 12:33:31-03:00
746,431,1200.0,2020-07-31 12:31:53-03:00
712,4,40.0,2020-07-24 17:26:42-03:00
710,393,4.08,2020-07-18 12:21:39-03:00
706,393,20.0,2020-07-16 23:21:58-03:00
696,393,30.0,2020-07-16 05:58:56-03:00
695,4,4.5,2020-07-15 23:12:07-03:00
689,393,30.0,2020-07-15 07:59:38-03:00
682,4,5.0,2020-07-06 12:56:49-03:00
680,389,10.0,2020-07-06 12:55:52-03:00
676,4,5.0,2020-06-29 21:00:32-03:00
660,335,112.284375,2020-06-18 12:35:48-03:00
652,335,7.0,2020-06-14 18:22:01-03:00
633,369,100.0,2020-06-09 17:39:02-03:00
624,369,10.0,2020-06-04 06:01:51-03:00
623,369,10.0,2020-06-03 20:11:30-03:00
622,369,10.0,2020-06-03 19:58:55-03:00
619,335,72.962,2020-05-25 00:12:36-03:00
614,335,111.9525,2020-05-24 15:01:42-03:00
608,335,126.27,2020-05-20 14:20:55-03:00
605,335,161.82,2020-05-19 15:07:39-03:00
595,335,98.4,2020-05-16 16:19:27-03:00
594,335,102.06,2020-05-16 16:13:13-03:00
588,335,120.6,2020-05-15 12:24:29-03:00
586,335,37.5,2020-05-14 23:06:39-03:00
585,335,2.0,2020-05-14 17:55:27-03:00
580,335,70.0,2020-05-13 14:10:20-03:00
546,335,20.0,2020-05-12 10:23:04-03:00
545,335,20.0,2020-05-12 10:16:27-03:00
544,335,20.0,2020-05-09 20:43:07-03:00
532,4,9.9,2020-04-17 11:51:37-03:00
